Number,Project,Tracker,ParentTask,Status,Priority,Subject,Author,Assignee,Updated,Category,StartDate,DueDate,EstimatedTime,TotalEstimatedTime,Done,Created,Closed,TXEvaluate,TXResultSeparator,TXTruncateLength,TXTruncateValueLength,TXVerbatim,Private,Description,ItemNumber,ItemProject,ItemTracker,ItemParentTask,ItemStatus,ItemPriority,ItemSubject,ItemAuthor,ItemAssignee,ItemUpdated,ItemCategory,ItemStartDate,ItemDueDate,ItemEstimatedTime,ItemTotalEstimatedTime,ItemDone,ItemCreated,ItemClosed,ItemTXMandatory,ItemTXType,ItemTXLength,ItemTXIndex,ItemTXClientIdentifier,ItemTXSampleValues,ItemTXAdditionalInformation,ItemTXDisplayName,ItemTXParentLink,ItemTXRemarks,ItemTXResultSeparator,ItemTXConditionalValidation,ItemTXSubstitutions,ItemTXCardinality,ItemTXDisabled,ItemTXTruncateLength,ItemTXOriginalValueCount,ItemTXUnitOfMeasure,ItemTXTruncateValueLength,ItemTXVerbatim,ItemPrivate,ItemDescription,SectionNumber,SectionProject,SectionTracker,SectionParentTask,SectionStatus,SectionPriority,SectionSubject,SectionAuthor,SectionAssignee,SectionUpdated,SectionCategory,SectionStartDate,SectionDueDate,SectionEstimatedTime,SectionTotalEstimatedTime,SectionDone,SectionCreated,SectionClosed,SectionTXLength,SectionTXIndex,SectionTXClientIdentifier,SectionTXDisplayName,SectionTXParentLink,SectionTXSharedSection,SectionTXResultSeparator,SectionTXSubstitutions,SectionTXDisabled,SectionTXTruncateLength,SectionTXTruncateValueLength,SectionTXVerbatim,SectionPrivate,SectionDescription
324376,Staples US BB,Template expression,324366,[tx] ready,Normal,§ALL,Planio Bulk Tool,,3/23/2020 1:13:24 PM,,,,,,0,2/1/2019 10:52:33 PM,2/1/2019 10:52:33 PM,,,,,,No,"<pre><code class=""sql"">
var values = Coalesce(A[6408], A[6576], A[6244], A[6186]);

if(values.HasValue() && (A[6186].HasValue() || values.Units.First().Name.In(""sheet%"", ""page%"", ""psc"") || values.HasValue(""%sheet%"", ""%page%"", ""%psc%""))){
    Add(values.FirstValue());
}

 

</code></pre>",324366,Staples US BB,Template item,316530,[tx] ready for review,Normal,Capacity (Number of pages),Planio Bulk Tool,Lolita Mechkauskayte,5/23/2019 5:51:23 PM,,,,,0,50,2/1/2019 10:52:15 PM,,OPTIONAL,DECIMAL,0,380500,cnet_common_SP-22054,,,,,,,,,1,,,0,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324377,Staples US BB,Template expression,324367,[tx] ready,Normal,§ALL,Planio Bulk Tool,,8/19/2021 11:36:43 AM,,,,,,0,2/1/2019 10:52:35 PM,2/1/2019 10:52:35 PM,,,,,,No,"<pre><code class=""sql"">

/*
Juice
Water
Soda
Tea
Energy & Sports Drinks
Coffee
Hand Soap
Snacks & Food
Disposable Bowls
Hand Sanitizer
Disposable & Hot Cups
Cleaning Chemicals
Air Fresheners & Deodorizers
Sugar & Sweeteners
Computer Cleaning & Maintenance
Candy
Dish Soap & Detergent
Laundry Detergent & Fabric Care
Floor Finish Applicators
Disinfectant Wipes
Board Accessories
Glue & Glue Sticks
Carafes, Kettles & Decanters
*/

var atr = Coalesce(
    A[6719],
    A[6178],
    A[6729],
    A[6974],
    A[6803],
    A[6953],
    A[6119],
    A[6179],
    A[6892],
    A[3713],
    A[357]
    );
var packageContent = Coalesce(A[7094], A[4846], A[4868], A[4925], A[4848], A[7521]);
double currentValue=0.0;

if(atr.HasValue() && atr.Values.ExtractNumbers().Any())
{
    if (atr.Units.Any() && atr.Units.First().Name != """" && !atr.HasValue(""%sheets%""))
   {
        switch (atr.Units.First().Name.ToString())
        {
            case ""ml"":
                currentValue = atr.Values.ExtractNumbers().First()*0.033814;
                break;
            case ""cl"":
                currentValue = atr.Values.ExtractNumbers().First()*0.33814;
                break;
            case ""l"":
            case ""L"":
            case ""liters"":
            case ""liter"":
                currentValue = atr.Values.ExtractNumbers().First()*33.814;
                break;
            case ""oz"":
                currentValue = atr.Values.ExtractNumbers().First();
                break;
            case ""lb"":
                currentValue = atr.Values.ExtractNumbers().First()*16;
                break;
            case ""g"":
                currentValue = atr.Values.ExtractNumbers().First()*0.035274;
                break;

            case ""kg"":
                currentValue = atr.Values.ExtractNumbers().First()*35.274;
                break;

        }
    }
    else if (atr.HasValue(""%ml"", ""%ml (%""))
    {
       currentValue = atr.Where(""%ml"", ""%ml (%"").ExtractNumbers().First()*0.033814;
    }
    else if (atr.HasValue(""%ml)%"", ""%x%ml%"", ""air duster (%ml)"", ""%ml%capacity%"",""%ml%volume%""))
    {
        currentValue = atr.Where(""%ml)%"", ""%x%ml%"", ""air duster (%ml)"", ""%ml%capacity%"",""%ml%volume%"").ExtractNumbers().Last()*0.033814;
    }
    else if (atr.HasValue(""%(%l)%"", ""%(%L/%""))
    {
        currentValue = atr.Where(""%(%l)%"", ""%(%L/%"").ExtractNumbers().Skip(1).First()*33.814;
    }
    else if (atr.HasValue(""%liter%""))
    {
         currentValue = atr.Where(""%liter%"").ExtractNumbers().First()*33.814;
    }
    else if (atr.HasValue(""%oz%""))
    {
         currentValue = atr.Values.ExtractNumbers().First();
    }

} else if(packageContent.HasValue(""% oz%"")) {
     currentValue = packageContent.Where(""% oz%"").ExtractNumbers().First();

} else if (packageContent.HasValue(""% ml%"")){
     currentValue =  packageContent.Where(""% ml%"").ExtractNumbers().First()/29.5735;
}

currentValue =  Math.Round(currentValue, 2);
currentValue =  (Coalesce(currentValue)
            .RegexReplace(@""([0-9]+)\.[0-9](8|9|1|2)"", Math.Round(currentValue,1).ToString())
            .RegexReplace(@""[0-9]+9\.\d*"", Math.Ceiling(currentValue).ToString())
            .RegexReplace(@""([0-9]+)\.(9)[0-9]*"", Math.Round(currentValue).ToString()));

if (currentValue != (0.0))
{
    Add(currentValue);
}


</code></pre>",324367,Staples US BB,Template item,316530,[tx] ready for review,Normal,Capacity (oz.),Planio Bulk Tool,Nataliia Terletska,5/5/2021 12:35:21 PM,,,,,0,50,2/1/2019 10:52:16 PM,,OPTIONAL,DECIMAL,0,380600,cnet_common_SP-21132,,,,,,,,,1,,,0,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324378,Staples US BB,Template expression,324368,[tx] ready,Normal,§ALL,Planio Bulk Tool,,8/6/2021 12:25:08 PM,,,,,,0,2/1/2019 10:52:37 PM,2/1/2019 10:52:37 PM,,,,,,No,"<pre><code class=""sql"">

var atr = Coalesce(
    A[6953],
    A[3595],
    A[5029],
    A[11120],
    A[11119],
    A[7904],
    A[7822],
    A[7428],
    A[6119],
    A[5930],
    A[6803],
    A[3713],
    A[6892]
    );

if(atr.HasValue())
{
    double max = 0.0;
    int i = 0;
    double currentValue=0.0;

    foreach(var val in atr.Values)
    {
       if (atr.Units.Any())
       {
            switch (atr.Units[i].Name.ToString())
            {
                case var a when a.Flatten("""").In(""liter%""):
                    currentValue = Convert.ToDouble(val.Value().ToString()) * 1.05669;
                    break;
                case ""ml"":
                    currentValue = Convert.ToDouble(val.Value().ToString()) * 0.00105669;
                    break;
                case ""cl"":
                    currentValue = Convert.ToDouble(val.Value().ToString()) * 0.0105669;
                    break;
                case ""l"":
                case ""L"":
                    currentValue = Convert.ToDouble(val.Value().ToString()) * 1.05669;
                    break;
                case ""g"":
                    currentValue = Convert.ToDouble(val.Value().ToString()) * 0.00105669;
                    break;
            }
        }
        else if (atr.ToString().Flatten("""").In(""liter%""))
        {
            currentValue = Convert.ToDouble(val.Value().ToString()) * 1.05669;
        }

        if(currentValue > max)
        {
            max =  Math.Round(currentValue, 2);
        }
        i++;
    };
        max = (Coalesce(max).RegexReplace(@""([0-9]+)\.[0-9](8|9|1|2)"", Math.Round(max, 1).ToString()));

    if (max != (0.0))
    {
        Add(max);
    }
}
else if(SKU.ModelName != """" && SKU.ModelName.In(""53 Quart Stack & Pull""))
{
    Add(53);
}

</code></pre>",324368,Staples US BB,Template item,316530,[tx] ready for review,Normal,Capacity (Quarts),Planio Bulk Tool,Anton Kurochka,4/12/2019 4:25:30 PM,,,,,0,50,2/1/2019 10:52:18 PM,,OPTIONAL,DECIMAL,0,380700,cnet_common_SP-21131,,,,,,,,,1,,,0,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324379,Staples US BB,Template expression,324369,[tx] ready,Normal,§1684360710070140861  -- Refrigerators,Planio Bulk Tool,,3/23/2020 12:02:48 PM,,,,,,0,2/1/2019 10:52:40 PM,2/1/2019 10:52:40 PM,,,,,,No,"<pre><code class=""sql"">

/*
|Under 1
|1-2
|2.1-3
|3.1-4
|4.1-5
|5.1-6
|6.1-7
|7.1-8
|8.1-9
|9.1-10
|10+
|90 Cans
|120 Cans
|1-10 Bottles
|11-20 Bottles
|21-30 Bottles
|31-40 Bottles
|40+ Bottles

A[3572] Refrigerator - Total Net Capacity
A[7778] Refrigerator - Can Storage Capacity

*/

var cubFeet =  0.0;
var values = Coalesce(A[6803], A[3572], A[3713], A[3660]);
if(values.HasValue()){
  cubFeet = values.Units.First().Name.In(""liters"", ""L"", ""l"") ? (Math.Round((double)values.FirstValue().ExtractNumbers().First() * 0.0353147, 1)) : 0;  
}

var canCapacity = A[7778].HasValue() ? A[7778].Values.ExtractNumbers().First() : 0;


if(cubFeet > 0 && cubFeet < 1)
{
    Add(""Under 1"");
}
else if(cubFeet >= 1 && cubFeet <= 2)
{
    Add(""1-2"");
}
else if(cubFeet > 2 && cubFeet <= 3)
{
    Add(""2.1-3"");
}
else if(cubFeet > 3 && cubFeet <= 4)
{
    Add(""3.1-4"");
}
else if(cubFeet > 4 && cubFeet <= 5)
{
    Add(""4.1-5"");
}
else if(cubFeet > 5 && cubFeet <= 6)
{
    Add(""5.1-6"");
}
else if(cubFeet > 6 && cubFeet <= 7)
{
    Add(""6.1-7"");
}
else if(cubFeet > 7 && cubFeet <= 8)
{
    Add(""7.1-8"");
}
else if(cubFeet > 8 && cubFeet <= 9)
{
    Add(""8.1-9"");
}
else if(cubFeet > 9 && cubFeet <= 10)
{
    Add(""9.1-10"");
}
else if(cubFeet > 10)
{
    Add(""10+"");
}
else if(canCapacity == 90)
{
    Add(""90 Cans"");
}
else if(canCapacity == 120)
{
    Add(""120 Cans"");
}
else if(canCapacity > 1 && canCapacity <= 10)
{
    Add(""1-10 Bottles"");
}
else if(canCapacity > 10 && canCapacity <= 20)
{
    Add(""11-20 Bottles"");
}
else if(canCapacity > 20 && canCapacity <= 30)
{
    Add(""21-30 Bottles"");
}
else if(canCapacity > 30 && canCapacity <= 40)
{
    Add(""31-40 Bottles"");
}
else if(canCapacity > 40)
{
    Add(""40+ Bottles"");
}




</code></pre>",324369,Staples US BB,Template item,316530,[tx] ready for review,Normal,Capacity in Cubic Feet or Number of Bottles,Planio Bulk Tool,Nataliia Terletska,5/13/2019 10:49:40 AM,,,,,0,50,2/1/2019 10:52:20 PM,,OPTIONAL,LIST,0,380800,cnet_common_SP-19086,7.1-8|8.1-9|5.1-6|6.1-7|31-40 Bottles|3.1-4|40+ Bottles|4.1-5|11-20 Bottles|1-2|2.1-3|21-30 Bottles|Under 1|9.1-10|10+|120 Cans|90 Cans|1-10 Bottles,,,,,,,,1,,,18,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324380,Staples US BB,Template expression,324370,[tx] ready,Normal,§ALL,Planio Bulk Tool,,2/8/2021 5:00:44 PM,,,,,,0,2/1/2019 10:52:42 PM,2/1/2019 10:52:42 PM,,,,,,No,"<pre><code class=""sql"">
/*     
        Template section #236048: Bath & Shower Care - 192933679712168655
        Template section #225569: Hand Sanitizer & Dispensers - 1683393110991220928
        Template section #225568: Hand Soapre - 1683393110991141836
        Template section #225556: Vacuums - 1683392410972140733
        Template section #225554: Laundry Detergent & Fabric Care - 1683373510473168322
        Template section #225553: Floor Finish Applicators - 1683366810971220882
        Template section #225552: Disinfectant Wipes - 1683366810274220881
        Template section #225551: Cleaning Chemicals - 1683366810274142820
        Template section #225550: Air Fresheners & Deodorizers - 1683366810274142818
        Template section #225549: Trash Cans & Recycling Bins - 168328278181141928
        Template section #225548: Trash Bags - 168328278181141923
        Template section #225534: Shredders - 168111033854141980
        Template section #225513: Storage Bins & Totes - 136338128215127

            Linked to categories:  
            Hygiene;                         - Category = '2D'
            Household Chemicals;             - Category = '2C'
            Cleaning Tools;                    - Category = '2B' 
            Vacuum Cleaners;                 - Category = 'SA'
            Small Appliances Accessories;     - Category = 'SI' 
            Large Appliance Accessories;    - Category = 'RG' 
            Trash Bags & Cans;                 - Category = '2A' 
            Office Shredders;                 - Category = 'OB' 
            Filing & Storage;                 - Category = '0E'
            Storage Furniture;                 - Category = '4C'
            Carrying Cases;                 - Category = 'ME'

        OPTIONAL/REQUIRED DECIMAL  

        A[6803] - Janitorial & Facilities - Hygiene - General - Capacitys
        A[6953] - Janitorial & Facilities - Household Chemicals - Chemicals - Capacity
        A[3595] - Small Appliances - Vacuum Cleaners - Cleaning - Dust Capacity
        A[5029] - Small Appliances - Vacuum Cleaners - Cleaning - Tank Capacity
        A[11120] - Small Appliances - Vacuum Cleaners - Cleaning - Dirty Water Capacity
        A[11119] - Small Appliances - Vacuum Cleaners - Cleaning - Clear Water Capacity
        A[7904] - Small Appliances - Vacuum Cleaners - Cleaning - Solution Tank Capacity
        A[6892] - Small Appliances - Small Appliances Accessories - Appliance Accessories - Capacity
        A[8678] - Large Appliances - Large Appliance Accessories - Appliance Accessories - Capacity
        A[6119] - Janitorial & Facilities - Trash Bags & Cans - General - Capacity
        A[6119] - Janitorial & Facilities - Cleaning Tools - General - Capacity
        A[5199] - Office Machines - Office Shredders - Shredder - Wastebin Capacity
        A[7822] - CE Options - Carrying Cases - Carrying Case - Capacity
        A[7428] - Furniture - Storage Furniture - General - Capacity (liter)
        A[5930] - Office Supplies - Filing & Storage - Filing System - Capacity (liter)

    */
var atr = Coalesce(
    A[6803],
    A[6953],
    A[3595],
    A[5029],
    A[6974],
    A[11120],
    A[11119],
    A[7904],
    A[6892],
    A[8678],
    A[6119],
    A[5199],
    A[7822],
    A[7428],
    A[5930]); 

if(atr.HasValue())
{
double currentValue=0.0;

    if (atr.Units.First().Name != """")
   {
        switch (atr.Units.First().Name.ToString())
        {
                case ""ml"":
                    currentValue = atr.FirstValue().ExtractNumbers().First()*0.000264172;
                    break;
                case ""gal"":
                     currentValue = atr.FirstValue().ExtractNumbers().First();
                    break;
                case ""cl"":
                     currentValue = atr.FirstValue().ExtractNumbers().First()*0.00264172;
                    break;
                case ""l"":
                case ""L"":
                case ""liter"":
                case ""liters"":
                     currentValue = atr.FirstValue().ExtractNumbers().First()*0.264172;
                    break;
                case ""g"":
                    currentValue = atr.FirstValue().ExtractNumbers().First()*0.00026417205124156;
                    break;
            }
        }
    else if (atr.HasValue(""%ml"", ""%ml (%""))
    {
        currentValue = atr.FirstValue().ExtractNumbers().First()*0.000264172;
    }
    else if (atr.HasValue(""%ml)%"", ""%x%ml%"", ""air duster (%ml)"", ""%ml%capacity%"",""%ml%volume%""))
    {
        currentValue = atr.FirstValue().ExtractNumbers().Last()*0.000264172;
    }
    else if (atr.HasValue(""%(%l)%"", ""%(%L/%""))
    {
        currentValue = atr.FirstValue().ExtractNumbers()[1]*0.264172;
    }
    else if (atr.HasValue(""%l"", ""%L"", ""%liter%""))
    {
         currentValue = atr.FirstValue().ExtractNumbers().First()*0.264172;
    }
    else if (atr.HasValue(""%gal%""))
    {
         currentValue = atr.FirstValue().ExtractNumbers().First();
    }

      if(currentValue > 0.03)
      {
          currentValue = Coalesce(Math.Round(currentValue, 2))
            .RegexReplace(@""([0-9]+)\.[0-9](8|9|1|2)"", Math.Round(currentValue,1).ToString());
      }
      else
      {
          currentValue = Coalesce(Math.Round(currentValue, 2))
            .RegexReplace(@""([0-9]+)\.[0-9](8|9)"", Math.Round(currentValue,1).ToString());
      }

    if(currentValue != 0)
    {
       Add(currentValue);
    }
}
</code></pre>",324370,Staples US BB,Template item,316530,[tx] ready for review,Normal,Capacity in Gallons,Planio Bulk Tool,Nataliia Terletska,2/12/2019 12:56:08 PM,,,,,0,50,2/1/2019 10:52:22 PM,,OPTIONAL,DECIMAL,0,380900,cnet_common_SP-21345,,,,,,,,,1,,,0,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324381,Staples US BB,Template expression,324371,[tx] ready,Normal,§1114953110001  -- Pens,Planio Bulk Tool,,6/21/2019 11:04:02 PM,,,,,,0,2/1/2019 10:52:44 PM,2/1/2019 10:52:44 PM,,,,,,No,"<pre><code class=""sql"">

/*     
        Template section #225485: Pens - 1114953110001

            Linked to categories:
				Writing & Drawing Tools;   Category = '0C'

        OPTIONAL LIST Yes|No 

        A[5994] - Office Supplies - Writing & Drawing Tools - Writing / Drawing Tool - Capped

    */

	  if(A[5994].HasValue(""yes"")){
      Add(""Yes"");
  };


</code></pre>",324371,Staples US BB,Template item,316530,[tx] ready for review,Normal,Capped,Planio Bulk Tool,Nataliia Terletska,3/16/2021 11:02:32 AM,,,,,0,50,2/1/2019 10:52:23 PM,,OPTIONAL,LIST,0,381000,cnet_common_SP-350748,Yes,,,,,,,,1,,,1,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324382,Staples US BB,Template expression,324372,[tx] ready,Normal,§167637171002141007  -- Business Forms,Planio Bulk Tool,,6/21/2019 11:03:55 PM,,,,,,0,2/1/2019 10:52:46 PM,2/1/2019 10:52:46 PM,,,,,,No,"<pre><code class=""sql"">

var atr = Coalesce(A[6057]);

if(atr.HasValue(""Yes""))
{
    Add(""Carbonless"");
}
else if(atr.HasValue(""No""))
{
    Add(""Carbon"");
}


</code></pre>",324372,Staples US BB,Template item,316530,[tx] ready for review,Normal,Carbon,Planio Bulk Tool,Dmytro Kurylo,3/16/2021 11:02:36 AM,,,,,0,50,2/1/2019 10:52:25 PM,,OPTIONAL,LIST,0,381100,cnet_common_SP-22571,Carbon|Carbonless,,,,,,,,1,,,2,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324383,Staples US BB,Template expression,324373,[tx] ready,Normal,"§1221973163092 --Card Files, Cases & Holders ",Planio Bulk Tool,,6/21/2019 11:03:50 PM,,,,,,0,2/1/2019 10:52:49 PM,2/1/2019 10:52:49 PM,,,,,,No,"<pre><code class=""sql"">

var capacity = Coalesce(A[6576], A[6408]);

if(capacity.HasValue())
{
    Add(capacity.FirstValue());
}

</code></pre>",324373,Staples US BB,Template item,316530,[tx] ready for review,Normal,Card Capacity,Planio Bulk Tool,Mykola Rusanov,3/16/2021 11:02:40 AM,,,,,0,50,2/1/2019 10:52:27 PM,,OPTIONAL,DECIMAL,0,381200,cnet_common_SP-12659,,,,,,,,,1,,,0,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324384,Staples US BB,Template expression,324374,[tx] ready,Normal,"§135391203142831 --Classification Folders ",Planio Bulk Tool,,6/21/2019 11:03:42 PM,,,,,,0,2/1/2019 10:52:51 PM,2/1/2019 10:52:51 PM,,,,,,No,"<pre><code class=""sql"">

//Classification Folders
/*
    Attributes:
    A[6576] - Filing System - Capacity
*/

    var capacityExists = A[6576].HasValue();
    var capacityValue = capacityExists ? A[6576].FirstValue() : null;
    var capacityUnit = capacityExists ? A[6576].Units.First().Name : null;
    
    if(capacityExists && capacityUnit.NotIn(""sheets""))
    {
        Add("""");
    }
    else if(capacityExists && capacityValue < 11)
    {
        Add(""Up To 10"");
    }
    else if(capacityExists && capacityValue < 21)
    {
        Add(""11 To 20"");
    }
    else if(capacityExists && capacityValue < 31)
    {
        Add(""21 To 30"");
    }
    else if(capacityExists && capacityValue < 41)
    {
        Add(""31 To 40"");
    }
    else if(capacityExists && capacityValue < 51)
    {
        Add(""41 To 50"");
    }
    else if(capacityExists && capacityValue < 76)
    {
        Add(""51 To 75"");
    }
    else if(capacityExists && capacityValue < 101)
    {
        Add(""76 To 100"");
    }
    else if(capacityExists && capacityValue < 151)
    {
        Add(""101 To 150"");
    }
    else if(capacityExists && capacityValue < 201)
    {
        Add(""151 To 200"");
    }
    else if(capacityExists && capacityValue < 251)
    {
        Add(""201 To 250"");
    }
    else if(capacityExists && capacityValue < 301)
    {
        Add(""251 To 300"");
    }
    else if(capacityExists && capacityValue < 501)
    {
        Add(""301 To 500"");
    }

</code></pre>",324374,Staples US BB,Template item,316530,[tx] ready for review,Normal,Card File & Holder Capacity,Planio Bulk Tool,Anton Kurochka,3/16/2021 11:02:43 AM,,,,,0,50,2/1/2019 10:52:29 PM,,OPTIONAL,LIST,0,381300,cnet_common_SP-19664,Over 500|76 To 100|51 To 75|151 To 200|101 To 150|251 To 300|201 To 250|11 To 20|301 To 500|Up To 10|31 To 40|21 To 30|41 To 50,,,,,,,,1,,,13,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
324395,Staples US BB,Template expression,324385,[tx] ready,Normal,"§1221973163092 --Card Files, Cases & Holders, §135391203142831 --Classification Folders",Planio Bulk Tool,,3/19/2020 7:10:58 PM,,,,,,0,2/1/2019 10:53:12 PM,2/1/2019 10:53:12 PM,,,,,,No,"<pre><code class=""sql"">

/*
    Classification Folders, Card Files, Cases & Holders
*/

var coalesce = Coalesce(A[5955], A[6541], A[6073], A[6308], A[372]);

if(coalesce.HasValue(""%chrome%"", ""%chromed%""))
{
    Add(""Chrome"");
}
else if(coalesce.HasValue(""%polyester%""))
{
    Add(""Polyester"");
}
else if(coalesce.HasValue(""%flocked%paper%""))
{
    Add(""Flocked Paper"");
}
else if(coalesce.HasValue(""%faux%leather%""))
{
    Add(""Faux Leather"");
}
else if(coalesce.HasValue(""%vinyl%"", ""%polyvinyl%""))
{
    Add(""Vinyl"");
}
else if(coalesce.HasValue(""%wood%""))
{
    Add(""Wood"");
}
else if(coalesce.HasValue(""%plastic%"", ""%bioplastic%"", ""%thermoplastic%""))
{
    Add(""Plastic"");
}
else if(coalesce.HasValue(""%metal%""))
{
    Add(""Metal"");
}
else if(coalesce.HasValue(""%manilla%""))
{
    Add(""Card Stock"");
}
else if(coalesce.HasValue(""%PRESSTEX%"", ""%cardboard%"", ""%carton%"", ""%pressboard%"", ""%paperboard%"", ""kraft%"", ""%PressGuard%"", ""%Paper Stock%""))
{
    Add(""Paperboard"");
}
else if(coalesce.HasValue(""%genuine%leather%""))
{
    Add(""Genuine Leather"");
}
else if(coalesce.HasValue(""%polypropylene%""))
{
    Add(""Polypropylene"");
}
else if(coalesce.HasValue(""%card%stock%"", ""paper"", ""%manilla%""))
{
    Add(""Card Stock"");
}
else if(coalesce.HasValue())
{
    Add(coalesce.Values.First().Value().ToUpperFirstChar());
}

</code></pre>",324385,Staples US BB,Template item,316530,[tx] ready for review,Normal,Card File & Holder Material,Planio Bulk Tool,Anton Kurochka,12/3/2020 6:04:50 PM,,,,,0,50,2/1/2019 10:52:53 PM,,OPTIONAL,LIST,0,381400,cnet_common_SP-18556,Faux Leather|Card Stock|Metal|Wood|Genuine Leather|Polypropylene|Plastic|Vinyl|Pressboard|Chrome|Paperboard|Polyester|Flocked Paper,,,,,,,,1,,,11,,,,No,"*[{L=1}]* 
*[{I=1}]* 
*[{F=0}]*",316530,Staples US BB,Template section,0,open,Normal,COMMON,Nikolai Kretinin,,8/31/2021 8:23:46 PM,,,,,0,51,2/1/2019 4:15:09 PM,,0,0,COMMON_SECTIONS,,316141,1,,,,,,,No,
